loan_id,customer_id,product_code,branch_id,origination_date,current_balance,interest_rate,status,days_past_due,last_payment_date,next_payment_date,monthly_payment
LN-0004550,CUST-002908,AUTO,BR-005,2022-06-13,30665.72,6.7672,Active,0,2025-07-20,2025-09-18,1021.02
LN-0004551,CUST-003128,AUTO,BR-004,2021-06-28,20098.4,8.0415,Active,0,2025-08-02,2025-09-15,985.61
LN-0004552,CUST-002493,PL-SEC,BR-003,2019-05-13,855.2,7.9168,Active,0,2025-07-11,2025-09-19,860.84
LN-0004553,CUST-001712,PL-UNSEC,BR-016,2019-03-16,736.25,10.7057,Delinquent-30,46,2025-07-31,2025-09-16,742.82
LN-0004554,CUST-001947,MTG-VAR,BR-019,2022-12-24,104793.53,6.9663,Active,0,2025-07-12,2025-09-19,771.99
LN-0004555,CUST-004126,PL-UNSEC,BR-007,2020-05-13,1479.13,9.5506,Active,0,2025-07-15,2025-09-19,1490.9
LN-0004556,CUST-004051,MTG-VAR,BR-005,2021-01-20,277134.01,5.9667,Active,0,2025-07-28,2025-09-19,1963.3
LN-0004557,CUST-002655,AUTO,BR-004,2019-04-03,1282.79,8.8701,Active,0,2025-07-22,2025-09-20,1292.27
LN-0004558,CUST-001647,STUDENT,BR-001,2021-08-06,18184.95,6.8992,Delinquent-60,69,2025-08-06,2025-09-17,312.67
LN-0004559,CUST-001875,PL-UNSEC,BR-003,2024-02-28,10603.93,10.8474,Delinquent-30,52,2025-07-21,2025-09-16,405.14
LN-0004560,CUST-000864,AUTO,BR-006,2019-03-28,1940.32,8.5918,Active,0,2025-07-23,2025-09-15,1954.21
LN-0004561,CUST-003586,LOC,BR-017,2019-10-02,0,10.9221,Closed,0,2025-07-11,2025-09-17,0
LN-0004562,CUST-000362,PL-SEC,BR-015,2024-03-24,0,7.1586,Closed,0,2025-07-18,2025-09-18,0
LN-0004563,CUST-000141,PL-UNSEC,BR-009,2025-02-16,19496.41,8.7421,Active,0,2025-08-07,2025-09-18,540.51
LN-0004564,CUST-002018,HELOC,BR-004,2023-09-15,109485.47,7.8184,Active,0,2025-08-05,2025-09-18,1526.26
LN-0004565,CUST-002385,MTG-FIX,BR-012,2020-07-24,582209.68,4.6711,Delinquent-90,91,2025-08-04,2025-09-18,3756.35
LN-0004566,CUST-000364,MTG-FIX,BR-015,2019-03-01,190821.69,4.5592,Active,0,2025-08-02,2025-09-16,1277.63
LN-0004567,CUST-000195,AUTO,BR-002,2020-04-19,4945.42,5.8543,Active,0,2025-07-31,2025-09-15,955.25
LN-0004568,CUST-001557,AUTO,BR-022,2022-10-01,20011.04,7.7186,Delinquent-30,44,2025-07-26,2025-09-20,609.48
LN-0004569,CUST-001325,PL-SEC,BR-009,2023-09-07,20812.67,7.9285,Active,0,2025-08-07,2025-09-20,651.51
LN-0004570,CUST-001274,AUTO,BR-017,2022-07-29,32597.61,8.4405,Active,0,2025-07-11,2025-09-19,1053.96
LN-0004571,CUST-001414,HELOC,BR-022,2020-06-09,51589.87,8.1403,Delinquent-30,31,2025-08-10,2025-09-19,1094.34
LN-0004572,CUST-003974,STUDENT,BR-004,2019-03-09,9772.38,4.7656,Delinquent-30,35,2025-07-16,2025-09-18,253.08
LN-0004573,CUST-000403,MTG-VAR,BR-010,2024-06-09,304935.42,6.1346,Active,0,2025-07-24,2025-09-16,2031.43
LN-0004574,CUST-000885,PL-SEC,BR-002,2020-08-24,1761.26,10.2769,Active,0,2025-07-16,2025-09-20,1776.34
LN-0004575,CUST-003539,PL-UNSEC,BR-011,2019-02-21,209.5,9.0939,Delinquent-30,57,2025-08-04,2025-09-18,211.09
LN-0004576,CUST-004196,MTG-FIX,BR-011,2020-10-06,392318.75,5.889,Active,0,2025-07-28,2025-09-19,2797.5
LN-0004577,CUST-004098,PL-UNSEC,BR-024,2024-07-04,23070.68,14.6261,Active,0,2025-07-21,2025-09-18,832.9
LN-0004578,CUST-001074,MTG-VAR,BR-010,2024-04-05,438846.53,6.5962,Delinquent-30,33,2025-08-02,2025-09-18,3061.11
LN-0004579,CUST-003532,MTG-FIX,BR-001,2021-05-19,474256.18,5.1561,Active,0,2025-07-19,2025-09-20,3112.56
LN-0004580,CUST-003877,MTG-FIX,BR-025,2021-05-03,181220.08,4.9653,Active,0,2025-07-24,2025-09-15,1170.06
LN-0004581,CUST-001920,MTG-FIX,BR-004,2023-08-18,400698.63,6.4358,Active,0,2025-08-02,2025-09-17,2785.45
LN-0004582,CUST-002316,PL-SEC,BR-012,2021-05-31,3913.2,11.0551,Active,0,2025-08-05,2025-09-19,455.07
LN-0004583,CUST-000549,MTG-VAR,BR-021,2023-07-05,447802.11,5.4499,Active,0,2025-07-26,2025-09-18,2860.09
LN-0004584,CUST-000948,MTG-FIX,BR-011,2019-12-13,284524.93,5.8954,Active,0,2025-07-19,2025-09-15,2062.78
LN-0004585,CUST-003094,HELOC,BR-010,2023-06-14,111606.68,6.3864,Active,0,2025-07-30,2025-09-16,1524.58
LN-0004586,CUST-000954,MTG-FIX,BR-004,2022-10-07,671218.64,6.2424,Active,0,2025-08-07,2025-09-16,4673.33
LN-0004587,CUST-002496,STUDENT,BR-004,2022-01-30,13052.99,7.2494,Active,0,2025-08-02,2025-09-16,212.5
LN-0004588,CUST-000461,MTG-FIX,BR-006,2022-06-28,111337.61,5.9569,Active,0,2025-08-11,2025-09-16,760.49
LN-0004589,CUST-002858,HELOC,BR-007,2021-01-29,97971.9,6.3285,Active,0,2025-08-01,2025-09-16,1784.26
LN-0004590,CUST-001240,PL-UNSEC,BR-003,2021-01-25,2949.71,9.5147,Delinquent-60,63,2025-07-18,2025-09-15,2973.1
LN-0004591,CUST-001404,MTG-FIX,BR-016,2022-04-27,567059.72,4.8147,Active,0,2025-08-14,2025-09-15,3516.88
LN-0004592,CUST-003602,MTG-FIX,BR-024,2020-04-25,415149.74,6.2245,Active,0,2025-07-29,2025-09-19,3060.87
LN-0004593,CUST-002599,MTG-FIX,BR-005,2022-07-11,154008.65,5.4582,Delinquent-30,56,2025-07-14,2025-09-19,1007.24
LN-0004594,CUST-000435,HELOC,BR-004,2025-01-20,226247.78,6.997,Delinquent-30,44,2025-08-08,2025-09-19,2739.34
LN-0004595,CUST-003846,MTG-VAR,BR-010,2020-03-10,472283.72,5.9798,Active,0,2025-08-08,2025-09-20,3423.2
LN-0004596,CUST-001864,AUTO,BR-005,2019-01-16,1648.21,7.2485,Active,0,2025-08-13,2025-09-18,1658.17
LN-0004597,CUST-003297,AUTO,BR-002,2024-01-24,29401.23,7.5364,Restructured,0,2025-07-22,2025-09-16,653.9
LN-0004598,CUST-002233,HELOC,BR-012,2024-11-14,155937.28,6.7174,Restructured,9,2025-07-21,2025-09-18,1890.01
LN-0004599,CUST-001945,MTG-FIX,BR-012,2022-07-19,156558.78,5.3338,Delinquent-30,45,2025-07-16,2025-09-16,1012.73
LN-0004600,CUST-000196,MTG-FIX,BR-010,2025-01-17,672184.56,6.3194,Active,0,2025-08-11,2025-09-17,4507.1
LN-0004601,CUST-001936,MTG-VAR,BR-010,2024-07-06,563417.48,5.1268,Active,0,2025-07-17,2025-09-18,3416.48
LN-0004602,CUST-001442,MTG-FIX,BR-013,2024-04-27,89636.19,4.5329,Delinquent-90,116,2025-08-13,2025-09-16,515.16
LN-0004603,CUST-003832,MTG-FIX,BR-006,2025-02-25,271013.28,6.3872,Active,0,2025-07-12,2025-09-20,1825.93
LN-0004604,CUST-001829,MTG-FIX,BR-020,2024-02-06,502820.92,4.9822,Active,0,2025-08-08,2025-09-18,3035.04
LN-0004605,CUST-001966,MTG-VAR,BR-017,2022-03-07,503561.88,6.558,Delinquent-30,57,2025-07-25,2025-09-16,3645.42
LN-0004606,CUST-003221,AUTO,BR-011,2025-04-06,6983.86,8.2777,Active,0,2025-08-10,2025-09-18,388.13
LN-0004607,CUST-001124,MTG-VAR,BR-009,2019-07-30,424942.16,5.6217,Active,0,2025-08-09,2025-09-20,3052.11
LN-0004608,CUST-002221,MTG-VAR,BR-017,2021-09-27,419943.75,5.6776,Active,0,2025-07-15,2025-09-18,2850.41
LN-0004609,CUST-000603,PL-SEC,BR-001,2024-04-04,22197.65,9.2641,Restructured,14,2025-08-03,2025-09-17,608.61
LN-0004610,CUST-002762,STUDENT,BR-011,2019-08-04,0,6.1053,Closed,0,2025-07-13,2025-09-17,0
LN-0004611,CUST-002671,MTG-FIX,BR-018,2022-04-12,621919.72,5.7973,Active,0,2025-07-22,2025-09-15,4214.01
LN-0004612,CUST-003463,STUDENT,BR-008,2019-12-01,0,4.3938,Closed,0,2025-07-14,2025-09-17,0
LN-0004613,CUST-003828,AUTO,BR-013,2025-01-01,0,7.0323,Closed,0,2025-08-14,2025-09-19,0
LN-0004614,CUST-003331,AUTO,BR-003,2021-03-16,0,7.8991,Closed,0,2025-07-14,2025-09-19,0
LN-0004615,CUST-001476,LOC,BR-002,2021-10-24,5261.2,10.3421,Active,0,2025-08-13,2025-09-15,400.54
LN-0004616,CUST-004156,PL-UNSEC,BR-024,2022-07-30,3854.71,13.9432,Active,0,2025-08-11,2025-09-16,375.33
LN-0004617,CUST-002210,MTG-FIX,BR-025,2019-03-05,452967.38,5.6625,Active,0,2025-08-07,2025-09-16,3305.23
LN-0004618,CUST-000495,AUTO,BR-006,2021-08-03,0,7.3635,Closed,0,2025-07-31,2025-09-16,0
LN-0004619,CUST-003432,STUDENT,BR-022,2023-01-27,11244.17,6.4782,Active,0,2025-08-12,2025-09-17,159.45
LN-0004620,CUST-000192,AUTO,BR-011,2020-05-15,7012.19,6.0349,Active,0,2025-07-11,2025-09-19,896.48
LN-0004621,CUST-001890,MTG-FIX,BR-016,2024-05-10,285480.08,6.3794,Active,0,2025-07-22,2025-09-19,1947.39
LN-0004622,CUST-002663,MTG-VAR,BR-017,2024-08-17,0,5.2082,Closed,0,2025-08-13,2025-09-20,0
LN-0004623,CUST-001409,MTG-FIX,BR-013,2019-08-01,399144.35,6.2113,Active,0,2025-08-13,2025-09-18,3000.16
LN-0004624,CUST-003288,MTG-FIX,BR-016,2023-06-06,119719.46,5.9108,Active,0,2025-07-17,2025-09-18,798.48
LN-0004625,CUST-000922,HELOC,BR-006,2024-02-11,93230.37,6.2828,Active,0,2025-08-10,2025-09-17,1182.04
LN-0004626,CUST-001169,MTG-FIX,BR-014,2020-10-18,389390.13,5.1384,Active,0,2025-08-04,2025-09-20,2593.48
LN-0004627,CUST-001837,HELOC,BR-002,2019-01-27,93892.17,6.6102,Active,0,2025-07-16,2025-09-20,2621.83
LN-0004628,CUST-001525,LOC,BR-012,2019-06-13,-1426.22,11.5366,Active,0,2025-07-24,2025-09-19,2270.73
LN-0004629,CUST-000537,MTG-FIX,BR-011,2021-07-17,200587.88,4.7467,Active,0,2025-07-19,2025-09-19,1264.88
LN-0004630,CUST-001377,MTG-VAR,BR-016,2021-10-05,201134.12,6.6276,Delinquent-60,63,2025-07-12,2025-09-19,1477.63
LN-0004631,CUST-003827,MTG-VAR,BR-023,2024-05-20,0,5.2652,Closed,0,2025-07-20,2025-09-17,0
LN-0004632,CUST-003752,MTG-VAR,BR-016,2024-02-16,579465.04,6.0843,Default,309,2025-07-12,2025-09-15,3866.95
LN-0004633,CUST-004029,AUTO,BR-005,2023-11-19,33952.0,7.4987,Default,349,2025-07-30,2025-09-16,779.49
LN-0004634,CUST-001861,MTG-FIX,BR-007,2025-01-22,766320.64,4.6924,Active,0,2025-08-10,2025-09-20,4398.33
LN-0004635,CUST-003995,AUTO,BR-009,2025-06-12,17914.14,8.2737,Restructured,19,2025-07-25,2025-09-17,323.49
LN-0004636,CUST-000579,MTG-FIX,BR-002,2022-09-23,632521.76,6.2816,Active,0,2025-08-08,2025-09-20,4418.74
LN-0004637,CUST-004127,PL-SEC,BR-010,2023-06-28,6228.71,7.5528,Active,0,2025-07-14,2025-09-15,204.07
LN-0004638,CUST-000172,AUTO,BR-014,2020-04-04,2128.77,6.8152,Active,0,2025-08-02,2025-09-19,311.06
LN-0004639,CUST-000711,PL-UNSEC,BR-008,2019-03-16,2085.02,10.8916,Active,0,2025-07-23,2025-09-19,2103.94
LN-0004640,CUST-003007,MTG-VAR,BR-009,2021-06-29,451271.3,5.5184,Active,0,2025-07-17,2025-09-20,3041.0
LN-0004641,CUST-002604,LOC,BR-022,2023-10-24,7306.74,8.8506,Delinquent-30,58,2025-07-29,2025-09-16,221.19
LN-0004642,CUST-000331,LOC,BR-023,2019-01-23,0,11.0075,Closed,0,2025-08-05,2025-09-16,0
LN-0004643,CUST-000530,MTG-FIX,BR-016,2019-02-07,302174.0,5.0383,Active,0,2025-07-12,2025-09-20,2101.05
LN-0004644,CUST-000889,PL-SEC,BR-007,2025-06-25,9480.66,7.6589,Active,0,2025-07-25,2025-09-17,196.09
LN-0004645,CUST-002535,MTG-FIX,BR-009,2021-06-14,646032.15,4.8648,Active,0,2025-07-17,2025-09-19,4125.51
LN-0004646,CUST-003206,STUDENT,BR-010,2019-07-02,9279.65,5.998,Active,0,2025-08-08,2025-09-17,230.79
LN-0004647,CUST-002276,MTG-VAR,BR-018,2024-06-11,424090.61,5.3044,Active,0,2025-07-16,2025-09-17,2615.44
LN-0004648,CUST-001608,MTG-VAR,BR-022,2019-06-19,291923.95,6.6825,Restructured,4,2025-07-18,2025-09-15,2278.9
LN-0004649,CUST-003541,MTG-VAR,BR-020,2022-09-09,305566.43,6.9835,Active,0,2025-07-16,2025-09-17,2268.55
LN-0004650,CUST-003718,MTG-VAR,BR-010,2020-04-16,471882.27,6.1647,Active,0,2025-07-21,2025-09-19,3462.83
LN-0004651,CUST-002588,AUTO,BR-022,2021-02-07,0,7.1579,Closed,0,2025-08-09,2025-09-15,0
LN-0004652,CUST-000521,HELOC,BR-012,2025-02-18,39699.52,7.1431,Active,0,2025-07-18,2025-09-19,480.66
LN-0004653,CUST-004049,HELOC,BR-017,2024-09-24,199213.25,7.76,Active,0,2025-07-20,2025-09-15,2552.48
LN-0004654,CUST-003018,PL-UNSEC,BR-008,2021-08-18,2871.61,12.8095,Active,0,2025-08-06,2025-09-18,2902.26
LN-0004655,CUST-001689,MTG-FIX,BR-020,2023-07-04,675790.88,4.6802,Active,0,2025-07-30,2025-09-20,4018.98
LN-0004656,CUST-002218,AUTO,BR-023,2022-06-27,20776.69,7.7893,Active,0,2025-08-13,2025-09-17,682.96
LN-0004657,CUST-003621,PL-SEC,BR-013,2019-04-05,983.07,11.6829,Active,0,2025-07-22,2025-09-15,992.64
LN-0004658,CUST-001587,HELOC,BR-019,2020-09-22,25059.62,7.8691,Delinquent-30,46,2025-08-02,2025-09-16,506.55
LN-0004659,CUST-003041,MTG-VAR,BR-002,2021-12-02,133871.55,6.0615,Active,0,2025-08-03,2025-09-15,934.91
LN-0004660,CUST-004192,MTG-FIX,BR-018,2025-04-13,0,5.6503,Closed,0,2025-07-12,2025-09-16,0
LN-0004661,CUST-002955,PL-SEC,BR-015,2021-07-02,0,7.9736,Closed,0,2025-07-24,2025-09-18,0
LN-0004662,CUST-001165,MTG-FIX,BR-016,2022-08-22,575365.37,4.5317,Delinquent-30,52,2025-07-14,2025-09-20,3447.21
LN-0004663,CUST-000700,PL-UNSEC,BR-001,2023-12-31,14249.79,14.079,Delinquent-60,82,2025-08-10,2025-09-20,600.04
LN-0004664,CUST-002745,MTG-FIX,BR-005,2022-12-24,525063.01,4.9476,Active,0,2025-08-03,2025-09-18,3240.65
LN-0004665,CUST-001859,MTG-VAR,BR-009,2019-11-27,444136.83,5.441,Delinquent-90,164,2025-07-15,2025-09-15,3113.84
LN-0004666,CUST-000650,PL-SEC,BR-004,2019-07-22,3154.5,9.9426,Active,0,2025-07-29,2025-09-17,3180.64
LN-0004667,CUST-002967,MTG-VAR,BR-012,2019-09-02,433440.05,6.0616,Active,0,2025-07-21,2025-09-19,3213.24
LN-0004668,CUST-000074,AUTO,BR-006,2020-11-29,8137.45,7.7894,Active,0,2025-08-04,2025-09-18,571.09
LN-0004669,CUST-001735,PL-SEC,BR-013,2023-09-04,9343.17,9.6361,Active,0,2025-08-11,2025-09-15,299.88
LN-0004670,CUST-003373,PL-SEC,BR-006,2020-11-29,4469.74,11.5985,Active,0,2025-08-14,2025-09-16,1518.81
LN-0004671,CUST-002515,PL-SEC,BR-018,2019-08-10,607.39,8.5566,Active,0,2025-07-24,2025-09-18,611.72
LN-0004672,CUST-003596,MTG-FIX,BR-015,2020-09-25,236990.98,4.6647,Default,196,2025-07-22,2025-09-15,1520.47
LN-0004673,CUST-000394,LOC,BR-006,2025-03-31,21773.46,7.5965,Active,0,2025-07-29,2025-09-20,470.03
LN-0004674,CUST-004096,MTG-VAR,BR-020,2021-05-05,243346.65,7.1081,Active,0,2025-07-27,2025-09-15,1829.15
LN-0004675,CUST-003430,MTG-FIX,BR-023,2019-05-06,185227.57,6.3506,Active,0,2025-07-12,2025-09-18,1416.94
LN-0004676,CUST-000998,AUTO,BR-001,2020-08-31,2479.96,7.6154,Active,0,2025-07-28,2025-09-20,215.29
LN-0004677,CUST-001422,AUTO,BR-001,2020-10-26,11546.76,5.7285,Active,0,2025-08-01,2025-09-20,918.18
LN-0004678,CUST-000656,PL-SEC,BR-008,2022-04-22,10128.36,11.4474,Delinquent-60,66,2025-08-10,2025-09-20,558.67
LN-0004679,CUST-003921,PL-UNSEC,BR-001,2024-08-08,6938.93,14.6017,Active,0,2025-08-13,2025-09-16,239.19
LN-0004680,CUST-001748,LOC,BR-011,2020-02-28,4990.25,12.1294,Active,0,2025-07-13,2025-09-18,5040.69
LN-0004681,CUST-000238,PL-SEC,BR-007,2021-08-24,6842.22,9.5842,Active,0,2025-08-12,2025-09-15,600.22
LN-0004682,CUST-001966,PL-UNSEC,BR-020,2020-03-23,0,11.9864,Closed,0,2025-08-09,2025-09-15,0
LN-0004683,CUST-002030,PL-SEC,BR-024,2022-07-14,17778.6,10.2718,Restructured,20,2025-07-22,2025-09-17,890.04
LN-0004684,CUST-000733,MTG-VAR,BR-018,2022-04-03,530687.32,5.4865,Active,0,2025-07-18,2025-09-15,3500.35
LN-0004685,CUST-001399,MTG-FIX,BR-017,2025-03-10,324616.5,5.7843,Delinquent-30,45,2025-07-24,2025-09-16,2064.46
LN-0004686,CUST-004070,MTG-VAR,BR-023,2019-08-05,407047.57,5.2063,Delinquent-30,43,2025-07-29,2025-09-16,2822.4
LN-0004687,CUST-003425,PL-SEC,BR-011,2022-10-11,3471.13,8.3646,Active,0,2025-08-12,2025-09-19,151.78
LN-0004688,CUST-000995,MTG-FIX,BR-002,2020-11-27,160524.65,5.2099,Active,0,2025-08-09,2025-09-18,1070.53
LN-0004689,CUST-003252,PL-SEC,BR-011,2020-02-21,2270.98,11.7671,Active,0,2025-08-03,2025-09-17,2293.25
LN-0004690,CUST-002591,MTG-VAR,BR-019,2022-04-09,422686.13,6.0862,Active,0,2025-08-02,2025-09-20,2843.68
LN-0004691,CUST-004049,HELOC,BR-004,2019-12-18,48232.42,6.0561,Active,0,2025-08-13,2025-09-18,1075.03
LN-0004692,CUST-001903,AUTO,BR-022,2021-10-11,13414.55,6.695,Active,0,2025-08-11,2025-09-19,576.37
LN-0004693,CUST-003259,AUTO,BR-019,2020-01-13,1470.36,6.0749,Active,0,2025-07-19,2025-09-18,372.25
LN-0004694,CUST-001775,PL-SEC,BR-025,2024-03-27,15080.04,10.8581,Active,0,2025-07-26,2025-09-18,424.9
LN-0004695,CUST-000425,MTG-VAR,BR-009,2019-10-24,503675.56,6.7078,Active,0,2025-07-30,2025-09-18,3905.0
LN-0004696,CUST-002656,LOC,BR-019,2021-01-26,4344.05,11.8982,Active,0,2025-07-15,2025-09-18,894.82
LN-0004697,CUST-003354,MTG-VAR,BR-012,2021-12-24,293812.02,5.0108,Active,0,2025-08-02,2025-09-19,1870.58
LN-0004698,CUST-004006,HELOC,BR-017,2024-01-01,152007.16,8.2879,Active,0,2025-08-06,2025-09-19,2109.99
LN-0004699,CUST-002317,MTG-VAR,BR-019,2019-09-09,309633.42,5.5678,Active,0,2025-07-15,2025-09-17,2203.59
LN-0004700,CUST-001869,AUTO,BR-025,2020-02-27,4499.68,7.0129,Active,0,2025-07-31,2025-09-17,915.78
LN-0004701,CUST-003753,MTG-FIX,BR-003,2024-01-03,518183.56,4.549,Active,0,2025-08-11,2025-09-17,3006.6
LN-0004702,CUST-000982,MTG-VAR,BR-016,2019-12-15,478861.36,6.0748,Active,0,2025-07-26,2025-09-20,3520.78
LN-0004703,CUST-003600,LOC,BR-022,2020-03-13,4161.26,8.3701,Restructured,20,2025-08-01,2025-09-17,4190.29
LN-0004704,CUST-001064,PL-UNSEC,BR-006,2021-11-21,555.66,8.6912,Active,0,2025-07-30,2025-09-20,280.85
LN-0004705,CUST-000510,PL-UNSEC,BR-006,2023-10-26,6298.5,10.5667,Delinquent-30,40,2025-08-08,2025-09-16,272.1
LN-0004706,CUST-002366,STUDENT,BR-018,2019-09-15,14037.79,6.5018,Active,0,2025-08-12,2025-09-15,332.92
LN-0004707,CUST-003777,MTG-VAR,BR-018,2021-04-29,324589.07,5.3995,Delinquent-30,41,2025-08-04,2025-09-20,2174.82
LN-0004708,CUST-002325,MTG-VAR,BR-016,2022-08-15,551369.18,6.5413,Delinquent-30,43,2025-08-11,2025-09-19,3951.41
LN-0004709,CUST-001309,MTG-FIX,BR-012,2024-05-09,359945.51,4.7414,Active,0,2025-07-12,2025-09-16,2111.05
LN-0004710,CUST-003101,MTG-FIX,BR-019,2019-04-02,133716.58,4.8629,Active,0,2025-07-22,2025-09-18,914.49
LN-0004711,CUST-001741,PL-SEC,BR-022,2019-05-04,2617.39,8.165,Active,0,2025-08-03,2025-09-17,2635.2
LN-0004712,CUST-003052,MTG-FIX,BR-002,2024-12-23,743488.21,5.4235,Delinquent-60,75,2025-07-13,2025-09-15,4590.55
LN-0004713,CUST-004029,MTG-FIX,BR-010,2022-03-10,450703.71,6.1444,Delinquent-30,54,2025-07-22,2025-09-20,3151.62
LN-0004714,CUST-001790,LOC,BR-021,2020-10-18,4133.57,8.4846,Active,0,2025-07-26,2025-09-16,4162.8
LN-0004715,CUST-002317,AUTO,BR-011,2021-10-08,0,5.8515,Delinquent-30,0,2025-07-28,2025-09-20,0
LN-0004716,CUST-002523,MTG-VAR,BR-002,2023-01-03,282248.49,6.9383,Active,0,2025-08-08,2025-09-16,2074.39
LN-0004717,CUST-000706,MTG-VAR,BR-024,2022-03-12,316186.38,6.6271,Active,0,2025-07-27,2025-09-20,2302.11
LN-0004718,CUST-003716,HELOC,BR-009,2023-01-23,183081.62,6.1294,Active,0,2025-07-30,2025-09-15,2565.14
LN-0004719,CUST-004023,LOC,BR-005,2021-09-30,3526.5,11.4627,Active,0,2025-07-28,2025-09-16,289.75
LN-0004720,CUST-000702,AUTO,BR-019,2023-12-13,28430.98,8.5371,Delinquent-90,131,2025-07-11,2025-09-16,656.02
LN-0004721,CUST-003527,PL-SEC,BR-009,2023-10-24,22832.21,11.6866,Active,0,2025-08-12,2025-09-19,721.76
LN-0004722,CUST-003327,HELOC,BR-004,2019-08-02,15221.86,7.0288,Active,0,2025-07-26,2025-09-16,378.45
LN-0004723,CUST-003960,PL-SEC,BR-014,2024-01-25,3916.93,8.506,Active,0,2025-08-09,2025-09-20,110.42
LN-0004724,CUST-001775,PL-UNSEC,BR-008,2019-06-27,2171.69,10.1928,Restructured,23,2025-08-09,2025-09-19,2190.14
LN-0004725,CUST-000206,MTG-FIX,BR-006,2019-09-09,271253.29,5.68,Active,0,2025-07-16,2025-09-17,1947.52
LN-0004726,CUST-001494,AUTO,BR-003,2021-04-04,15248.79,5.8965,Active,0,2025-07-20,2025-09-16,842.58
LN-0004727,CUST-001654,PL-SEC,BR-004,2024-10-03,35033.28,10.2894,Active,0,2025-08-07,2025-09-20,878.66
LN-0004728,CUST-000696,MTG-FIX,BR-024,2025-06-09,209846.24,5.7702,Active,0,2025-07-20,2025-09-19,1326.69
LN-0004729,CUST-003626,PL-UNSEC,BR-002,2021-03-23,1452.32,12.8854,Delinquent-30,46,2025-07-14,2025-09-20,1467.91
LN-0004730,CUST-000757,MTG-VAR,BR-017,2020-07-01,205286.34,5.1489,Active,0,2025-08-12,2025-09-19,1378.35
LN-0004731,CUST-001499,PL-UNSEC,BR-004,2022-02-15,2420.66,9.1082,Delinquent-30,35,2025-08-09,2025-09-16,495.21
LN-0004732,CUST-002404,MTG-VAR,BR-023,2022-08-04,513938.49,5.5647,Active,0,2025-08-04,2025-09-20,3386.19
LN-0004733,CUST-002212,MTG-VAR,BR-018,2019-09-02,514355.03,6.0289,Active,0,2025-07-13,2025-09-17,3803.5
LN-0004734,CUST-004203,PL-SEC,BR-011,2021-09-26,8834.32,11.8958,Active,0,2025-07-21,2025-09-20,727.65
LN-0004735,CUST-002472,PL-UNSEC,BR-015,2024-05-09,18055.95,12.3507,Active,0,2025-08-04,2025-09-16,665.13
LN-0004736,CUST-000291,MTG-VAR,BR-004,2019-06-07,111862.78,5.9689,Active,0,2025-08-06,2025-09-20,827.33
LN-0004737,CUST-003824,MTG-FIX,BR-010,2023-03-25,600984.11,5.8675,Active,0,2025-07-28,2025-09-15,4007.0
LN-0004738,CUST-001283,LOC,BR-001,2019-06-01,2172.23,10.3168,Active,0,2025-08-10,2025-09-20,2190.91
LN-0004739,CUST-002183,PL-UNSEC,BR-004,2019-03-23,527.86,9.9794,Active,0,2025-07-21,2025-09-18,532.25
LN-0004740,CUST-000003,AUTO,BR-002,2020-09-10,0,8.5302,Closed,0,2025-08-12,2025-09-17,0
LN-0004741,CUST-002870,MTG-VAR,BR-021,2021-07-16,252048.28,6.6651,Active,0,2025-08-06,2025-09-15,1867.57
LN-0004742,CUST-002721,LOC,BR-010,2020-10-01,3766.23,9.9176,Active,0,2025-08-01,2025-09-17,3797.36
LN-0004743,CUST-000676,AUTO,BR-022,2023-12-19,22367.61,6.3021,Active,0,2025-08-09,2025-09-20,492.67
LN-0004744,CUST-003551,AUTO,BR-021,2022-11-26,6413.38,8.3343,Active,0,2025-07-12,2025-09-15,188.29
LN-0004745,CUST-001998,MTG-VAR,BR-010,2022-11-13,445758.12,6.0261,Active,0,2025-07-14,2025-09-18,3040.73
LN-0004746,CUST-000820,PL-UNSEC,BR-014,2025-01-06,23670.09,14.8668,Active,0,2025-07-23,2025-09-18,739.8
LN-0004747,CUST-001586,PL-SEC,BR-021,2019-04-12,0,10.3295,Closed,0,2025-07-23,2025-09-20,0
LN-0004748,CUST-003224,MTG-FIX,BR-023,2023-06-03,195542.07,5.7618,Active,0,2025-07-11,2025-09-17,1286.95
LN-0004749,CUST-004092,AUTO,BR-006,2021-06-25,12843.38,8.9999,Active,0,2025-07-23,2025-09-15,635.46
LN-0004750,CUST-003742,STUDENT,BR-017,2019-03-15,2643.92,6.3372,Active,0,2025-08-01,2025-09-18,70.36
LN-0004751,CUST-003333,MTG-VAR,BR-017,2023-03-25,0,6.6114,Closed,0,2025-08-04,2025-09-18,0
LN-0004752,CUST-004033,STUDENT,BR-016,2019-08-06,16714.59,5.5324,Active,0,2025-08-04,2025-09-17,396.37
LN-0004753,CUST-000054,MTG-VAR,BR-016,2023-01-17,169716.3,6.6436,Active,0,2025-08-01,2025-09-20,1214.69
LN-0004754,CUST-003777,HELOC,BR-002,2023-11-23,4913.14,7.3082,Closed,0,2025-08-12,2025-09-19,0
LN-0004755,CUST-002929,MTG-VAR,BR-004,2020-10-24,221052.7,6.1406,Active,0,2025-08-11,2025-09-20,1598.29
LN-0004756,CUST-002852,AUTO,BR-011,2025-05-21,33444.2,8.4342,Active,0,2025-07-24,2025-09-17,613.36
LN-0004757,CUST-000843,LOC,BR-021,2024-09-01,12799.01,8.843,Active,0,2025-07-18,2025-09-18,317.55
